Nom,Type,SIREN,INSEE,SISPEA,UGE,service,Communes,Pop,Pop_service,Mode,Statut,operateur,Date,Statut,D102.0,P103.2B,Verif_P103.2B,CalculAuto_P103.2B,P104.3,Verif_P104.3,CalculAuto_P104.3,P105.3,Verif_P105.3,CalculAuto_P105.3,P106.3,Verif_P106.3,CalculAuto_P106.3,P107.2,Verif_P107.2,CalculAuto_P107.2
Girac,Commune,214601239,46123,169764,0460118,eau potable,1,380,190,Régie,Régie à autonomie financière,,,Confirmé / publié,"1,58",15,Sans anomalie apparente,1,71.2,Sans anomalie apparente,1,1.5,Sans anomalie apparente,1,1.5,Sans anomalie apparente,1,0,Sans anomalie apparente,1
Glanes,Commune,214601247,46124,169766,0460118,eau potable,1,315,157,Régie,Régie à autonomie financière,,,Confirmé / publié,"1,66",15,Sans anomalie apparente,1,80.7,Sans anomalie apparente,1,1.9,Sans anomalie apparente,1,1.9,Sans anomalie apparente,1,0.67,Sans anomalie apparente,1
Gourdon,Commune,214601270,46127,169769,0460034,eau potable,1,4426,2213,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
Gramat,Commune,214601288,46128,169772,0460035,eau potable :,1,3684,3684,Délégation,Entreprise privée,,31/12/2021,Confirmé / publié,"1,98",99,Sans anomalie apparente,1,82.5,Sans anomalie apparente,1,4.6,Sans anomalie apparente,1,2.9,Sans anomalie apparente,1,0.71,Sans anomalie apparente,1
Lanzac,Commune,214601536,46153,169785,0460039,eau potable :,1,631,631,Délégation,Entreprise privée,,31/12/2021,En attente de saisie,,,,,,,,,,,,,,,,
Latouille-Lentillac,Commune,214601593,46159,169792,0460044,eau potable,1,242,121,Régie,Régie à autonomie financière,,,Confirmé / publié,"2,28",107,Sans anomalie apparente,1,90,Sans anomalie apparente,1,0.5,Sans anomalie apparente,1,0.3,Sans anomalie apparente,1,0.55,Sans anomalie apparente,1
Laval-de-Cère,Commune,214601635,46163,169794,0460045,eau potable,1,346,346,Régie,Régie à autonomie financière,,,Confirmé / publié,"1,94",75,Sans anomalie apparente,1,97.8,Sans anomalie apparente,1,0.1,Sans anomalie apparente,1,0.1,Sans anomalie apparente,1,0,Sans anomalie apparente,1
Lavergne,Commune,214601650,46165,169797,0460046,eau potable,1,462,154,Délégation,Entreprise privée,,31/12/2017,En attente de saisie,,,,,,,,,,,,,,,,
Leyme,Commune,214601700,46170,169800,0460048,eau potable,1,963,963,Régie,Régie à autonomie financière,,,Confirmé / publié,"1,96",15,Sans anomalie apparente,1,61.9,Sans anomalie apparente,1,2.8,Sans anomalie apparente,1,2.7,Sans anomalie apparente,1,0.82,Sans anomalie apparente,1
Lissac-et-Mouret,Commune,214601759,46175,169801,0460049,eau potable,1,959,959,Régie,Régie à autonomie financière,,,Confirmé / publié,"2,13",103,Sans anomalie apparente,1,54.2,Sans anomalie apparente,1,3.9,Sans anomalie apparente,1,3.6,Sans anomalie apparente,1,1.88,Sans anomalie apparente,1
Léobard,Commune,214601692,46169,169798,0460047,eau potable,1,227,113,Régie,Régie à autonomie financière,,,Confirmé / publié,"1,74",116,Sans anomalie apparente,1,78.2,Sans anomalie apparente,0,1.5,Sans anomalie apparente,0,1.3,Sans anomalie apparente,0,1.26,Sans anomalie apparente,1
Molières,Commune,214601957,46195,169811,0460051,eau potable,1,382,382,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
Parnac,Commune,214602146,46214,169819,0460053,eau potable,1,384,384,Régie,Régie à autonomie financière,,,Confirmé / publié,"1,91",116,Sans anomalie apparente,1,83.6,Sans anomalie apparente,1,2.4,Sans anomalie apparente,1,1.6,Sans anomalie apparente,1,3.75,Sans anomalie apparente,1
Payrignac,Commune,214602161,46216,169821,0460054,eau potable,1,709,354,Délégation,Entreprise privée,,31/12/2019,En attente de saisie,,,,,,,,,,,,,,,,
Pinsac,Commune,214602203,46220,169824,0460055,eau potable,1,785,261,Régie,Régie à autonomie financière,,,Confirmé / publié,"1,39",15,Sans anomalie apparente,1,58.2,Sans anomalie apparente,1,11.9,Sans anomalie apparente,1,10.9,Sans anomalie apparente,1,0,Sans anomalie apparente,1
Pradines,Commune,214602245,46224,169827,0460056,eau potable,1,3560,1780,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
Prudhomat,Commune,214602286,46228,169828,0460057,eau potable,1,744,744,Régie,Régie à autonomie financière,,,Confirmé / publié,"1,66",25,Sans anomalie apparente,0,51.1,Sans anomalie apparente,1,5.7,Sans anomalie apparente,1,5.7,Sans anomalie apparente,1,0,Sans anomalie apparente,1
Puybrun,Commune,214602294,46229,169831,0460058,eau potable,1,950,950,Régie,Régie à autonomie financière,,,Confirmé / publié,"1,33",105,Sans anomalie apparente,1,,Non vérifié,0,4.7,Sans anomalie apparente,1,4.6,Sans anomalie apparente,1,0,Sans anomalie apparente,1
QUATRE-ROUTES-DU-LOT,Commune,214602328,46232,169833,0460059,eau potable,1,636,636,Délégation,Entreprise privée,,31/12/2019,En attente de saisie,,,,,,,,,,,,,,,,
Rampoux,Commune,214602344,46234,169835,0460060,eau potable,1,99,33,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
SIAEP Lacave Rocamadour,Syndicat Intercommunal à Vocation Unique,254600398,,169908,0460112,eau potable,2,954,954,Délégation,Entreprise privée,,30/06/2026,En cours de saisie,,,,,,,,,,,,,,,,
SIAEP de CAPDENAC,Syndicat Intercommunal à Vocations Multiples,254600315,,169893,0460090,eau potable,6,13185,4101,Délégation,Entreprise privée,,31/12/2023,En attente de saisie,,,,,,,,,,,,,,,,
SYDED,Syndicat Mixte,453372997,,205657,0460447,eau potable,1,1172,390,Régie,Régie à autonomie financière,,,Confirmé / publié,,70,Sans anomalie apparente,1,99.3,Sans anomalie apparente,1,1.1,Sans anomalie apparente,1,1.1,Sans anomalie apparente,1,0,Sans anomalie apparente,1
Saint-Cirq-Madelon,Commune,214602575,46257,169843,0460064,eau potable,1,141,141,Régie,Régie à autonomie financière,,,Confirmé / publié,"2,03",95,Sans anomalie apparente,1,76.2,Sans anomalie apparente,1,1.3,Sans anomalie apparente,1,1.3,Sans anomalie apparente,1,0,Sans anomalie apparente,1
Saint-Cirq-Souillaguet,Commune,214602583,46258,169844,0460065,eau potable,1,157,52,Régie,Régie à autonomie financière,,,Confirmé / publié,"1,85",115,Sans anomalie apparente,1,77.3,Sans anomalie apparente,1,0.5,Sans anomalie apparente,1,0.5,Sans anomalie apparente,1,2.06,Sans anomalie apparente,1
Saint-Clair,Commune,214602591,46259,169846,0460066,eau potable,1,153,51,Régie,Régie à autonomie financière,,,Confirmé / publié,"1,29",83,Sans anomalie apparente,1,87.2,Sans anomalie apparente,1,4,Sans anomalie apparente,1,3.1,Sans anomalie apparente,1,0,Sans anomalie apparente,1
Saint-Céré,Commune,214602518,46251,169839,0460061,eau potable,1,3651,1825,Régie,Régie à autonomie financière,,,Confirmé / publié,"1,9",96,Sans anomalie apparente,1,71,Sans anomalie apparente,1,5.9,Sans anomalie apparente,1,5,Sans anomalie apparente,1,1.12,Sans anomalie apparente,1
Saint-Germain-du-Bel-Air,Commune,214602674,46267,169849,0460067,eau potable,1,600,150,Régie,Régie à autonomie financière,,,Confirmé / publié,"1,84",15,Sans anomalie apparente,1,82.3,Sans anomalie apparente,1,1.8,Sans anomalie apparente,1,1,Sans anomalie apparente,1,0,Sans anomalie apparente,1
Saint-Jean-Lagineste,Commune,214603391,46339,169884,0460086,eau potable,1,333,333,Régie,Régie à autonomie financière,,,En cours de saisie,,,,,,,,,,,,,,,,
Saint-Jean-Lespinasse,Commune,214602716,46271,169851,0460069,eau potable,1,426,142,Délégation,Entreprise privée,,31/12/2017,En attente de saisie,,,,,,,,,,,,,,,,
Saint-Michel-Loubéjou,Commune,214602849,46284,169857,0460118,eau potable,1,405,202,Régie,Régie à autonomie financière,,,Confirmé / publié,"1,83",0,Sans anomalie apparente,1,44.9,Sans anomalie apparente,1,7.5,Sans anomalie apparente,1,7.5,Sans anomalie apparente,1,0,Sans anomalie apparente,1
Saint-Médard-de-Presque,Commune,214602815,46281,169855,0460070,eau potable,1,207,69,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
Saint-Vincent-du-Pendit,Commune,214602955,46295,169862,0460129,eau potable,1,181,90,Délégation,Entreprise privée,,31/12/2017,En attente de saisie,,,,,,,,,,,,,,,,
Souillac,Commune,214603094,46309,169867,0460076,eau potable,1,3776,1258,Régie,Régie à autonomie financière,,,En cours de saisie,,,,,,,,,,,,,,,,
Sousceyrac-en-Quercy,Commune,200054971,46311,227534,04600311,eau potable,1,1448,724,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
Syndicat d'ALVIGNAC - MONTVALENT,Syndicat Intercommunal à Vocations Multiples,254600406,,169886,0460087,eau potable,3,1328,616,Délégation,Entreprise privée,,31/12/2020,En attente de saisie,,,,,,,,,,,,,,,,
Syndicat d'ESPERE - MERCUES,Syndicat Intercommunal à Vocation Unique,254600109,,169922,0460123,eau potable,3,2701,1994,Régie,Régie à autonomie financière,,,Confirmé / publié,"2,27",90,Sans anomalie apparente,1,84.3,Sans anomalie apparente,1,1.6,Sans anomalie apparente,1,1.4,Sans anomalie apparente,1,1.08,Sans anomalie apparente,1
Syndicat d'eau potable du QUERCY BLANC,Syndicat Intercommunal à Vocations Multiples,254600208,,169916,0460107,eau potable,25,36623,16368,Délégation,Entreprise privée,,31/12/2029,En attente de saisie,,,,,,,,,,,,,,,,
Syndicat de  BELFORT DU QUERCY - MONTDOUMERC,Syndicat Intercommunal à Vocation Unique,254600455,,169890,0460117,eau potable,5,5320,3166,Délégation,Entreprise privée,,31/12/2028,Confirmé / publié,"2,9",97,Sans anomalie apparente,1,61.3,Sans anomalie apparente,1,1.9,Sans anomalie apparente,1,1.7,Sans anomalie apparente,1,0,Sans anomalie apparente,1
Syndicat de  BELMONT BRETENOUX - ST LAURENT LES TOURS,Syndicat Intercommunal à Vocation Unique,254600653,,169891,0460115,eau potable,2,1347,673,Délégation,Entreprise privée,,31/12/2022,En attente de saisie,,,,,,,,,,,,,,,,
Syndicat de  BRETENOUX - ST CERE,Syndicat Mixte,254600927,,193245,0460118,eau potable,15,12012,5837,Régie,Régie à autonomie financière,,,En attente de vérification,,,,,,,,,,,,,,,,
Syndicat de  LAMOTHE CASSEL,Syndicat Intercommunal à Vocation Unique,254600661,,169909,0460100,eau potable,18,5648,1828,Délégation,Entreprise privée,,31/12/2025,En attente de saisie,,,,,,,,,,,,,,,,
Syndicat de  NUZEJOULS,Syndicat Intercommunal à Vocation Unique,254600240,,169923,0460124,eau potable,6,2827,1127,Régie,Régie à autonomie financière,,,Confirmé / publié,"2,54",95,Sans anomalie apparente,1,87.6,Sans anomalie apparente,1,0.4,Sans anomalie apparente,1,0.4,Sans anomalie apparente,1,0,Sans anomalie apparente,1
Syndicat de  SARRAZAC - CRESSENSAC,Syndicat Intercommunal à Vocation Unique,254600562,,169917,0460109,eau potable,3,1855,1521,Délégation,Entreprise privée,,31/12/2021,En attente de saisie,,,,,,,,,,,,,,,,
Syndicat de  THEMINES,Syndicat Intercommunal à Vocations Multiples,254600414,,169924,0460126,eau potable,9,2431,1213,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
Syndicat de CAMBURAT - PLANIOLES,Syndicat Intercommunal à Vocation Unique,254600323,,169921,0460120,eau potable,3,11452,2788,Régie,Régie à autonomie financière,,,Confirmé / publié,"1,85",120,Sans anomalie apparente,1,64.2,Sans anomalie apparente,1,2.3,Sans anomalie apparente,1,2.3,Sans anomalie apparente,1,3.45,Sans anomalie apparente,1
Syndicat de CAZALS,Syndicat Intercommunal à Vocations Multiples,254600299,,169898,0460092,eau potable,13,3551,3440,Délégation,Entreprise privée,,31/12/2017,Confirmé / publié,"2,44",100,Sans anomalie apparente,1,66.6,Sans anomalie apparente,1,1.4,Sans anomalie apparente,1,1.3,Sans anomalie apparente,1,0.19,Sans anomalie apparente,1
Syndicat de FAYCELLES - FRONTENAC,Syndicat Intercommunal à Vocation Unique,254600331,,169904,0460116,eau potable,5,12524,3478,Délégation,Entreprise privée,,31/12/2028,En attente de saisie,,,,,,,,,,,,,,,,
Syndicat de FELZINS - LENTILLAC,Syndicat Intercommunal à Vocation Unique,254600026,,169905,0460097,eau potable,2,572,572,Délégation,Entreprise privée,,31/12/2022,En attente de saisie,,,,,,,,,,,,,,,,
Syndicat de FRANCOULES,Syndicat Intercommunal à Vocation Unique,254600232,,169906,0460098,eau potable,13,27829,7081,Délégation,Entreprise privée,,31/12/2020,En attente de saisie,,,,,,,,,,,,,,,,
Syndicat de LIVERNON,Syndicat Intercommunal à Vocation Unique,254600513,,169910,0460101,eau potable,10,3079,1519,Délégation,Entreprise privée,,31/12/2018,En attente de saisie,,,,,,,,,,,,,,,,
Syndicat de MARTEL,Syndicat Intercommunal à Vocation Unique,254600570,,169911,0460102,eau potable,4,2671,2461,Délégation,Entreprise privée,,31/12/2020,En attente de saisie,,,,,,,,,,,,,,,,
Syndicat de PADIRAC,Syndicat Intercommunal à Vocation Unique,254600646,,169913,0460104,eau potable,12,4505,1961,Délégation,Entreprise privée,,31/12/2021,En attente de saisie,,,,,,,,,,,,,,,,
Syndicat de PAYRAC,Syndicat Intercommunal à Vocation Unique,254600604,,169914,0460105,eau potable,18,5688,2930,Délégation,Entreprise privée,,31/12/2019,En attente de saisie,,,,,,,,,,,,,,,,
Syndicat de PEYRILLES,Syndicat Intercommunal à Vocation Unique,254600679,,169915,0460106,eau potable,10,3164,1134,Délégation,Entreprise privée,,31/12/2019,En attente de saisie,,,,,,,,,,,,,,,,
Syndicat de la  BOURIANE,Syndicat Mixte,254600372,,193244,0460114,eau potable,81,51051,17378,Délégation,Entreprise privée,,31/12/2025,En attente de saisie,,,,,,,,,,,,,,,,
Syndicat de la  VALLEE DU CELE,Syndicat Intercommunal à Vocation Unique,254600349,,169920,0460111,eau potable,5,1791,699,Délégation,Entreprise privée,,31/12/2025,Confirmé / publié,"3,11",97,Sans anomalie apparente,1,72.3,Sans anomalie apparente,1,1.4,Sans anomalie apparente,1,1.1,Sans anomalie apparente,1,0.07,Sans anomalie apparente,1
Syndicat de la MOYENNE VALLEE DE LA DORDOGNE,Syndicat Intercommunal à Vocation Unique,254600778,,169912,0460103,eau potable,8,7129,3479,Délégation,Entreprise privée,,31/12/2021,En attente de saisie,,,,,,,,,,,,,,,,
Syndicat des  EAUX DE LA PESCALERIE,Syndicat Intercommunal à Vocation Unique,254600489,,169903,0460093,eau potable,13,3432,1121,Délégation,Entreprise privée,,31/12/2025,En attente de saisie,,,,,,,,,,,,,,,,
Syndicat des CAUSSES SUD DE GRAMAT,Syndicat Intercommunal à Vocation Unique,254600521,,169896,0460091,eau potable,15,3496,1352,Délégation,Entreprise privée,,30/06/2026,En attente de saisie,,,,,,,,,,,,,,,,
Syndicat des Causses de GREALOU,Syndicat Intercommunal à Vocation Unique,254600182,,169907,0460099,eau potable,11,3444,1583,Délégation,Entreprise privée,,31/12/2022,En attente de saisie,,,,,,,,,,,,,,,,
Syndicat des EAUX DE L'IFFERNET,Syndicat Intercommunal à Vocation Unique,254600448,,169899,0460094,eau potable,13,27731,9154,Délégation,Entreprise privée,,31/12/2025,En attente de saisie,,,,,,,,,,,,,,,,
Syndicat des EAUX DU BOURNAC,Syndicat Intercommunal à Vocations Multiples,254600497,,169900,0460095,eau potable,25,5460,5146,Délégation,Entreprise privée,,31/12/2019,Vérifié,,,,,,,,,,,,,,,,
Syndicat des EAUX DU DOUX,Syndicat Intercommunal à Vocation Unique,254600836,,169902,0460096,eau potable,3,1219,1219,Délégation,Entreprise privée,,31/12/2022,En attente de saisie,,,,,,,,,,,,,,,,
Syndicat du  BLAGOUR,Syndicat Intercommunal à Vocation Unique,254600760,,169892,0460089,eau potable,6,6626,3196,Délégation,Entreprise privée,,31/12/2022,En attente de saisie,,,,,,,,,,,,,,,,
Syndicat du LIMARGUE,Syndicat Mixte,254601313,,198823,0460141,eau potable,35,11860,5584,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
Syndicat du SEGALA ORIENTAL,Syndicat Intercommunal à Vocation Unique,254600463,,169918,0460113,eau potable,16,4613,3430,Délégation,Entreprise privée,,31/12/2023,En attente de saisie,,,,,,,,,,,,,,,,
Syndicat du SUD SEGALA,Syndicat Intercommunal à Vocation Unique,254600471,,169919,0460110,eau potable,20,16254,7245,Délégation,Entreprise privée,,31/12/2023,Confirmé / publié,"2,86",100,Sans anomalie apparente,1,78.6,Sans anomalie apparente,1,0.9,Sans anomalie apparente,1,0.7,Sans anomalie apparente,1,0.55,Sans anomalie apparente,1
Tauriac,Commune,214603136,46313,169869,0460078,eau potable,1,411,411,Régie,Régie à autonomie financière,,,Confirmé / publié,"1,4",83,Sans anomalie apparente,1,81,Sans anomalie apparente,1,3.2,Sans anomalie apparente,1,1.7,Sans anomalie apparente,1,0,Sans anomalie apparente,1
Terrou,Commune,214603144,46314,169870,0460125,eau potable,1,223,111,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
Teyssieu,Commune,214603151,46315,169872,0460079,eau potable,1,185,185,Régie,Régie à autonomie financière,,,Confirmé / publié,"1,51",105,Sans anomalie apparente,1,97.3,Sans anomalie apparente,0,0.2,Sans anomalie apparente,1,0.2,Sans anomalie apparente,1,0,Sans anomalie apparente,1
VIGAN,Commune,214603342,46334,169880,0460084,eau potable,1,1587,793,Régie,Régie à autonomie financière,,,Confirmé / publié,"2,33",95,Sans anomalie apparente,1,76.4,Sans anomalie apparente,1,1.3,Sans anomalie apparente,1,1,Sans anomalie apparente,1,0,Sans anomalie apparente,1
Vayrac,Commune,214603300,46330,169877,0460083,eau potable,1,1382,1382,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
Vire-sur-Lot,Commune,214603367,46336,169883,0460085,eau potable,1,403,403,Régie,Régie à autonomie financière,,,En cours de saisie,,,,,,,,,,,,,,,,
Aiguillon,Commune,214700049,47004,169393,0470012,eau potable,1,4475,2237,Délégation,Entreprise privée,,31/12/2019,En attente de saisie,,,,,,,,,,,,,,,,
Ambrus,Commune,214700080,47008,169396,0470001,eau potable,1,109,109,Régie,Régie à autonomie financière,,,En attente de vérification,,,,,,,,,,,,,,,,
Barbaste,Commune,214700213,47021,169397,0470015,eau potable,1,1618,1618,Régie,Régie à autonomie financière,,,Confirmé / publié,"1,78",70,Sans anomalie apparente,1,71.8,Sans anomalie apparente,1,2.3,Sans anomalie apparente,1,2.1,Sans anomalie apparente,1,0.17,Sans anomalie apparente,1
Bias,Commune,214700270,47027,169399,0470232,eau potable,1,3229,1614,Délégation,Entreprise privée,,31/12/2018,En attente de saisie,,,,,,,,,,,,,,,,
Boussès,Commune,214700395,47039,191025,0470016,eau potable :,1,44,44,Régie,Régie à autonomie financière,,,En attente de vérification,,,,,,,,,,,,,,,,
Communauté d'agglomération d'Agen,Communauté d'agglomération,200035459,,198166,0470003,eau potable : Agen,1,35202,35202,Délégation,Entreprise privée,,,En cours de saisie,,,,,,,,,,,,,,,,
Communauté d'agglomération d'Agen,Communauté d'agglomération,200035459,,222776,,eau potable : Ex Sivom Est,4,15624,7405,Délégation,Entreprise privée,,,En cours de saisie,,,,,,,,,,,,,,,,
Communauté d'agglomération d'Agen,Communauté d'agglomération,200035459,,169413,0470007,eau potable : Le Passage,1,9732,9732,Régie,Régie à autonomie financière,,,En cours de saisie,,,,,,,,,,,,,,,,
Communauté d'agglomération d'Agen,Communauté d'agglomération,200035459,,222779,,eau potable : Pont du Casse,1,4345,4345,Régie,Régie à autonomie financière,,,En cours de saisie,,,,,,,,,,,,,,,,
Communauté d'agglomération d'Agen,Communauté d'agglomération,200035459,,222777,,eau potable : UT Nord,7,13134,13134,Délégation,Entreprise privée,,,En cours de saisie,,,,,,,,,,,,,,,,
Communauté d'agglomération d'Agen,Communauté d'agglomération,200035459,,222778,,eau potable : UT Sud et Ouest,17,21372,21372,Délégation,Entreprise privée,,,En cours de saisie,,,,,,,,,,,,,,,,
Durance,Commune,214700858,47085,169402,0470018,eau potable,1,283,283,Régie,Régie à autonomie financière,,,En cours de vérification,,,,,,,,,,,,,,,,
Houeillès,Commune,214701195,47119,169404,0470019,eau potable,1,588,588,Régie,Régie à autonomie financière,,,Confirmé / publié,"2,18",80,Sans anomalie apparente,0,64.4,Sans anomalie apparente,0,2.2,Sans anomalie apparente,1,0,Sans anomalie apparente,1,4.4,Sans anomalie apparente,1
Lavardac,Commune,214701435,47143,169406,0470020,eau potable,1,2271,757,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
Marmande,Commune,214701575,47157,169408,0470005,eau potable,1,18424,6141,Délégation,Entreprise privée,,,Confirmé / publié,"2,93",10,Sans anomalie apparente,1,71.7,Sans anomalie apparente,1,8.3,Sans anomalie apparente,1,8.3,Sans anomalie apparente,1,0.18,Sans anomalie apparente,1
Nicole,Commune,214701963,47196,195422,0470023,eau potable,1,270,135,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
Nérac,Commune,214701955,47195,169411,0470006,eau potable,1,7613,3806,Régie,Régie à autonomie financière,,,Confirmé / publié,"2,07",83,Sans anomalie apparente,1,75.6,Sans anomalie apparente,1,6.1,Sans anomalie apparente,1,6.1,Sans anomalie apparente,1,2.63,Sans anomalie apparente,1
Pompiey,Commune,214702078,47207,169415,0470024,eau potable,1,238,238,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
S.I. CLAIRAC CASTELMORON,Syndicat Intercommunal à Vocations Multiples,244701546,,169430,0470033,eau potable,4,5455,5455,Délégation,Entreprise privée,,,Confirmé / publié,"2,52",104,Sans anomalie apparente,1,72.8,Sans anomalie apparente,1,0,Sans anomalie apparente,1,0,Sans anomalie apparente,1,2.34,Sans anomalie apparente,1
S.I. COCUMONT,Syndicat Intercommunal à Vocations Multiples,244700324,,169431,0470034,eau potable,15,8058,8058,Délégation,Entreprise privée,,,En attente de saisie,,,,,,,,,,,,,,,,
S.I. DAMAZAN BUZET,Syndicat Intercommunal à Vocation Unique,254701402,,169433,0470035,eau potable,7,4101,4101,Délégation,Entreprise privée,,,En attente de saisie,,,,,,,,,,,,,,,,
S.I. SUD DE MARMANDE,Syndicat Intercommunal à Vocations Multiples,244700357,,169444,0470043,eau potable,4,21009,8726,Délégation,Entreprise privée,,,En cours de vérification,,,,,,,,,,,,,,,,
S.I. XAINTRAILLES MONTGAILLARD,Syndicat Intercommunal à Vocation Unique,254700305,,169447,0470002,eau potable,4,3937,1719,Délégation,Entreprise privée,,,En attente de saisie,,,,,,,,,,,,,,,,
S.I.V.O.M. EST D'AGEN,Syndicat Intercommunal à Vocations Multiples,244700035,,169425,0470010,eau potable,4,15624,7405,Délégation,Entreprise privée,,,En attente de saisie,,,,,,,,,,,,,,,,
S.M. LA LEMANCE,Syndicat Mixte,254700370,,169434,0470021,eau potable,21,18937,18937,Délégation,Entreprise privée,,,En attente de saisie,,,,,,,,,,,,,,,,
Syndicat Départemental d'Adduction d'Eau Potable et de l'Assainissement du Lot-et-Garonne (EAU 47),Syndicat de départements,254702491,,169427,0470011,eau potable : LA BRAME,35,17208,17208,Délégation,Entreprise privée,,,Confirmé / publié,"2,85",100,Sans anomalie apparente,1,71.9,Sans anomalie apparente,1,1.3,Sans anomalie apparente,1,1.2,Sans anomalie apparente,1,0.2,Sans anomalie apparente,1
Syndicat Départemental d'Adduction d'Eau Potable et de l'Assainissement du Lot-et-Garonne (EAU 47),Syndicat de départements,254702491,,169435,0470037,eau potable : Mas d'Agenais,7,3764,3764,Délégation,Entreprise privée,,,Confirmé / publié,"2,27",105,Sans anomalie apparente,1,64.1,Sans anomalie apparente,1,1.8,Sans anomalie apparente,1,1.7,Sans anomalie apparente,1,0.57,Sans anomalie apparente,1
Syndicat Départemental d'Adduction d'Eau Potable et de l'Assainissement du Lot-et-Garonne (EAU 47),Syndicat de départements,254702491,,169438,0470039,eau potable : NORD MARMANDE,32,36273,23665,Délégation,Entreprise privée,,,Confirmé / publié,"2,85",100,Sans anomalie apparente,1,68.3,Sans anomalie apparente,1,1.9,Sans anomalie apparente,1,1.8,Sans anomalie apparente,1,1.02,Sans anomalie apparente,1
Syndicat Départemental d'Adduction d'Eau Potable et de l'Assainissement du Lot-et-Garonne (EAU 47),Syndicat de départements,254702491,,169436,0470036,eau potable : NORD du LOT et de la GARONNE,58,69042,44265,Délégation,Entreprise privée,,,Confirmé / publié,"2,85",100,Sans anomalie apparente,1,67.8,Présomption d'anomalie,1,1.6,Sans anomalie apparente,1,1.5,Sans anomalie apparente,1,0.76,Sans anomalie apparente,1
Syndicat Départemental d'Adduction d'Eau Potable et de l'Assainissement du Lot-et-Garonne (EAU 47),Syndicat de départements,254702491,,169471,0470038,eau potable : Penne d'Agenais/Saint Sylvestre,7,6494,6140,Délégation,Entreprise privée,,,Confirmé / publié,"2,79",98,Sans anomalie apparente,1,56.7,Sans anomalie apparente,1,2.6,Sans anomalie apparente,1,2.5,Sans anomalie apparente,1,0.82,Sans anomalie apparente,1
Syndicat Départemental d'Adduction d'Eau Potable et de l'Assainissement du Lot-et-Garonne (EAU 47),Syndicat de départements,254702491,,169429,0470032,eau potable : Porte des Landes,15,9293,9293,Régie,Régie à autonomie financière,,,Confirmé / publié,"2,29",93,Sans anomalie apparente,1,81,Sans anomalie apparente,1,0.8,Sans anomalie apparente,1,0.7,Sans anomalie apparente,1,0.04,Sans anomalie apparente,1
Syndicat Départemental d'Adduction d'Eau Potable et de l'Assainissement du Lot-et-Garonne (EAU 47),Syndicat de départements,254702491,,169440,0470040,eau potable : SUD AGEN,28,23711,17686,Délégation,Entreprise privée,,,Confirmé / publié,"2,85",100,Sans anomalie apparente,1,73.6,Sans anomalie apparente,1,1.3,Sans anomalie apparente,1,1.2,Sans anomalie apparente,1,0.27,Sans anomalie apparente,1
Syndicat Départemental d'Adduction d'Eau Potable et de l'Assainissement du Lot-et-Garonne (EAU 47),Syndicat de départements,254702491,,169470,0470041,eau potable : SUD LOT,54,70188,45245,Délégation,Entreprise privée,,,Confirmé / publié,"2,85",100,Sans anomalie apparente,1,68.4,Sans anomalie apparente,1,2.4,Sans anomalie apparente,1,2.3,Sans anomalie apparente,1,0.72,Sans anomalie apparente,1
Syndicat Départemental d'Adduction d'Eau Potable et de l'Assainissement du Lot-et-Garonne (EAU 47),Syndicat de départements,254702491,,169446,0470029,eau potable : TOURNON AGENAIS,4,1282,1282,Délégation,Entreprise privée,,,Confirmé / publié,"2,85",95,Sans anomalie apparente,1,66.4,Sans anomalie apparente,1,1.4,Sans anomalie apparente,1,1.4,Sans anomalie apparente,1,0.96,Sans anomalie apparente,1
Syndicat Départemental d'Adduction d'Eau Potable et de l'Assainissement du Lot-et-Garonne (EAU 47),Syndicat de départements,254702491,,169424,0470009,eau potable : Villeneuve sur Lot (Eau47),1,24131,8043,Délégation,Entreprise privée,,,Confirmé / publié,2,95,Sans anomalie apparente,1,71.9,Sans anomalie apparente,1,8.2,Sans anomalie apparente,1,8,Sans anomalie apparente,1,0.12,Sans anomalie apparente,1
Tonneins,Commune,214703100,47310,169419,0470008,eau potable,1,9258,4629,Délégation,Entreprise privée,,,Confirmé / publié,"2,58",95,Sans anomalie apparente,1,75.9,Sans anomalie apparente,1,6.1,Sans anomalie apparente,1,5.9,Sans anomalie apparente,1,0.37,Sans anomalie apparente,1
