Nom,Type,SIREN,INSEE,SISPEA,UGE,service,Communes,Pop,Pop_service,Mode,Statut_x,operateur,Date,Statut.1,D102.0,P103.2B,Verif_P103.2B,CalculAuto_P103.2B,P104.3,Verif_P104.3,CalculAuto_P104.3,P105.3,Verif_P105.3,CalculAuto_P105.3,P106.3,Verif_P106.3,CalculAuto_P106.3,P107.2,Verif_P107.2,CalculAuto_P107.2,Code Postal,Commune,Département,Région,Statut_y,Altitude Moyenne,Superficie,Population,geo_point_2d,geo_shape,ID Geofla,Code Commune,Code Canton,Code Arrondissement,Code Département,Code Région
Creutzwald,Commune,215701608.0,57160,132052,0570056,eau potable,1,13623.0,13623.0,Régie,Régie à autonomie financière,,,Confirmé / publié,"1,72",105.0,Sans anomalie apparente,1.0,93.1,Sans anomalie apparente,1.0,1.8,Sans anomalie apparente,1.0,1.7,Sans anomalie apparente,1.0,0.63,Sans anomalie apparente,1.0,57150,CREUTZWALD,MOSELLE,LORRAINE,Commune simple,235.0,2678.0,13.5,"49.2091115915, 6.68082893611","{""type"": ""Polygon"", ""coordinates"": [[[6.719746585707954, 49.17659145585516], [6.714310831016699, 49.17946846162949], [6.677848993791555, 49.18934529302909], [6.635349967393299, 49.19792601839415], [6.627428563031581, 49.20090084629008], [6.631431775186327, 49.20666601646925], [6.655664314270561, 49.22535434318755], [6.65681056916937, 49.23184430040263], [6.666841704663411, 49.242482983308264], [6.671208444877, 49.243969966386736], [6.678153917639873, 49.239969346993874], [6.685089418086553, 49.24374431911068], [6.69292149456443, 49.217549095856825], [6.697286328518675, 49.21557020237213], [6.722114564966914, 49.21942255560208], [6.730622594901439, 49.20671209944827], [6.712838405023883, 49.189558279560046], [6.719746585707954, 49.17659145585516]]]}",26848,160,4,1,57,41
Dabo,Commune,215701632.0,57163,63243,0570057,eau potable,1,2614.0,1307.0,Régie,Régie à autonomie financière,,,Confirmé / publié,"2,76",50.0,Sans anomalie apparente,0.0,42.0,Sans anomalie apparente,1.0,6.3,Sans anomalie apparente,1.0,6.1,Sans anomalie apparente,1.0,0.0,Sans anomalie apparente,1.0,57850,DABO,MOSELLE,LORRAINE,Commune simple,519.0,4873.0,2.6,"48.6429413775, 7.23926887176","{""type"": ""Polygon"", ""coordinates"": [[[7.256281654444215, 48.588675507652], [7.252131873976653, 48.59091390474782], [7.236181311099907, 48.59047426389702], [7.223267490411454, 48.60141001959656], [7.221318689340026, 48.6046950700294], [7.21919554273057, 48.62232689168301], [7.216953203652417, 48.625523098297165], [7.197004809860857, 48.642099824757686], [7.196958103877762, 48.65252322095846], [7.187413935374551, 48.6513279941418], [7.181310951579408, 48.645561526903414], [7.186629929723985, 48.65477839845807], [7.197339761077091, 48.66150825116227], [7.190987258009121, 48.67351362734752], [7.182972000199382, 48.67005734331302], [7.195607933682569, 48.67889047291415], [7.19149913432472, 48.6849799080001], [7.17644624213796, 48.685733703497625], [7.189870759627278, 48.68621713132021], [7.196528296712664, 48.690009065544956], [7.198294339893114, 48.68946946899352], [7.197741387456352, 48.68258937909417], [7.201605819380689, 48.68023734915037], [7.221905886882424, 48.68367208274455], [7.242501091437362, 48.68199465819882], [7.257235958829995, 48.67284863366439], [7.261660989844571, 48.67157342699122], [7.265768896266252, 48.66241853802315], [7.270589122486052, 48.662497993552456], [7.304355679420538, 48.66021028025345], [7.280715870602966, 48.63721810775213], [7.267285945085937, 48.63187212574394], [7.276776815859821, 48.62428884997834], [7.256654035753278, 48.599931588183196], [7.265138661762516, 48.59171828157749], [7.256281654444215, 48.588675507652]]]}",3066,163,24,5,57,41
Danne-et-Quatre-Vents,Commune,215701681.0,57168,63245,0570058,eau potable,1,657.0,328.0,Délégation,Entreprise privée,,30/09/2019,Confirmé / publié,"2,74",100.0,Sans anomalie apparente,0.0,100.0,Sans anomalie apparente,1.0,0.0,Sans anomalie apparente,1.0,0.0,Sans anomalie apparente,1.0,0.0,Sans anomalie apparente,1.0,57370,DANNE-ET-QUATRE-VENTS,MOSELLE,LORRAINE,Commune simple,320.0,717.0,0.6,"48.7616932875, 7.29067794786","{""type"": ""Polygon"", ""coordinates"": [[[7.286884538061929, 48.73134414106465], [7.286136813870309, 48.731524146028555], [7.279738896842922, 48.73353740379909], [7.282040391844342, 48.740012173001546], [7.273368081374553, 48.7483577157601], [7.282343193743563, 48.751665795512736], [7.28343315706943, 48.75498637968685], [7.280275508889243, 48.757675778218214], [7.285009217792169, 48.76720663598418], [7.278036988591221, 48.77605857267885], [7.29069482339959, 48.78629563828238], [7.308582783096505, 48.76788005334194], [7.313339799219531, 48.76723982113766], [7.292504638684478, 48.75199416270773], [7.286884538061929, 48.73134414106465]]]}",24824,168,24,5,57,41
Diesen,Commune,215707654.0,57765,132039,0570059,eau potable,1,1112.0,1112.0,Régie,Régie à autonomie financière,,,Confirmé / publié,"2,01",95.0,Sans anomalie apparente,1.0,97.6,Sans anomalie apparente,1.0,1.0,Sans anomalie apparente,1.0,0.3,Sans anomalie apparente,1.0,1.88,Sans anomalie apparente,1.0,57890,DIESEN,MOSELLE,LORRAINE,Commune simple,248.0,551.0,1.1,"49.1755911262, 6.69315944055","{""type"": ""Polygon"", ""coordinates"": [[[6.703589444288566, 49.15321148787401], [6.693027982037081, 49.168080918825765], [6.683816161583196, 49.16998333799544], [6.667703393611013, 49.18240074479063], [6.677848993791555, 49.18934529302909], [6.714310831016699, 49.17946846162949], [6.715940806354908, 49.176358004902404], [6.701160709756437, 49.163573832098876], [6.709196752630891, 49.15563089439638], [6.703589444288566, 49.15321148787401]]]}",27480,765,27,3,57,41
Enchenberg,Commune,215701921.0,57192,132041,0570066,eau potable,1,1297.0,1297.0,Régie,Régie à autonomie financière,,,Confirmé / publié,"2,34",95.0,Sans anomalie apparente,1.0,74.0,Sans anomalie apparente,1.0,3.1,Sans anomalie apparente,1.0,2.9,Sans anomalie apparente,1.0,0.0,Sans anomalie apparente,1.0,57415,ENCHENBERG,MOSELLE,LORRAINE,Commune simple,342.0,969.0,1.2,"49.0201848872, 7.32888421679","{""type"": ""Polygon"", ""coordinates"": [[[7.33847919524663, 48.99600562706419], [7.337141193704896, 49.00570803664114], [7.32391184394857, 49.00990508315563], [7.315049219634505, 49.0179058806515], [7.291765883658787, 49.01268081781613], [7.291568805024185, 49.01741559364856], [7.304975309237964, 49.02256339011748], [7.310899845251016, 49.035363103786665], [7.324925854771979, 49.03849641515315], [7.334715816924909, 49.03386561997376], [7.338147845861114, 49.02823029958124], [7.36211786756675, 49.01997649077607], [7.348824930592738, 49.00971560164251], [7.344386191915468, 49.000519677725094], [7.33847919524663, 48.99600562706419]]]}",8877,192,26,6,57,41
Garrebourg,Commune,215702440.0,57244,63248,0570084,eau potable,1,503.0,503.0,Régie,Régie à autonomie financière,,,Confirmé / publié,"2,12",120.0,Sans anomalie apparente,1.0,87.7,Sans anomalie apparente,1.0,1.5,Sans anomalie apparente,1.0,1.5,Sans anomalie apparente,1.0,0.0,Sans anomalie apparente,1.0,57820,GARREBOURG,MOSELLE,LORRAINE,Commune simple,355.0,829.0,0.5,"48.7083515564, 7.23712179882","{""type"": ""Polygon"", ""coordinates"": [[[7.242261522633181, 48.69210964676437], [7.2236962251807, 48.697570089832965], [7.214597862302925, 48.70571951578686], [7.217356456662602, 48.714430989665765], [7.223747859219831, 48.71856419094829], [7.233122879526897, 48.72707675934616], [7.242516101439352, 48.728238119515524], [7.248006504660102, 48.72343092412663], [7.245669566413878, 48.71394839371407], [7.259908558847625, 48.7009560236776], [7.264726088966877, 48.70045945230314], [7.260134194483903, 48.69471472304069], [7.250464516766438, 48.695438345504456], [7.242261522633181, 48.69210964676437]]]}",29636,244,24,5,57,41
Goetzenbruck,Commune,215702507.0,57250,63250,0570087,eau potable,1,1635.0,1635.0,Régie,Régie à autonomie financière,,,Confirmé / publié,"1,93",70.0,Sans anomalie apparente,0.0,80.6,Sans anomalie apparente,1.0,3.0,Sans anomalie apparente,1.0,3.0,Sans anomalie apparente,1.0,0.0,Sans anomalie apparente,1.0,57620,GOETZENBRUCK,MOSELLE,LORRAINE,Commune simple,365.0,764.0,1.7,"48.974624573, 7.37727669636","{""type"": ""Polygon"", ""coordinates"": [[[7.389048692215949, 48.99323717290553], [7.384622760887382, 48.991390815759004], [7.382029853812739, 48.9812638260347], [7.395003268857195, 48.97724933261833], [7.397245341720499, 48.9689894438612], [7.382548878357182, 48.96617762678894], [7.385199516424938, 48.9633877814545], [7.399456978893568, 48.96247776667438], [7.382685915790959, 48.954671668784236], [7.367719736632474, 48.9559118182969], [7.370723884283132, 48.958621169255785], [7.361831685797709, 48.97064415137337], [7.361475819837453, 48.98709293148247], [7.375043728447161, 48.996919209382], [7.389048692215949, 48.99323717290553]]]}",7578,250,2,6,57,41
Guéblange-lès-Dieuze,Commune,215702663.0,57266,63383,0570094,eau potable,1,170.0,170.0,Régie,Régie à autonomie financière,,,Confirmé / publié,"2,4",70.0,Sans anomalie apparente,0.0,82.6,Sans anomalie apparente,1.0,0.9,Sans anomalie apparente,1.0,0.9,Sans anomalie apparente,1.0,0.0,Sans anomalie apparente,1.0,57260,GUEBLANGE-LES-DIEUZE,MOSELLE,LORRAINE,Commune simple,221.0,483.0,0.2,"48.7774548457, 6.70140022635","{""type"": ""Polygon"", ""coordinates"": [[[6.705989286411007, 48.764104787129135], [6.693857694287278, 48.7658854468477], [6.693109285959087, 48.76878080719799], [6.687866249489845, 48.77438114446397], [6.678182434135923, 48.775562255338066], [6.692816826307754, 48.78812075087671], [6.697712892518536, 48.78779817160361], [6.7170528223837, 48.786909599609395], [6.718638953955757, 48.78163802808935], [6.71995668350666, 48.778337600073804], [6.705989286411007, 48.764104787129135]]]}",19290,266,8,2,57,41
Hagondange,Commune,215702838.0,57283,63384,0570097,eau potable,1,9444.0,9444.0,Délégation,Entreprise privée,,,Confirmé / publié,"2,17",100.0,Sans anomalie apparente,0.0,85.7,Sans anomalie apparente,1.0,5.2,Sans anomalie apparente,1.0,4.6,Sans anomalie apparente,1.0,0.45,Sans anomalie apparente,1.0,57300,HAGONDANGE,MOSELLE,LORRAINE,Commune simple,167.0,553.0,9.3,"49.2467196243, 6.15851425392","{""type"": ""Polygon"", ""coordinates"": [[[6.162865445903645, 49.22759138018172], [6.14851058993788, 49.231440199016355], [6.144573447392028, 49.24034212664958], [6.141390484879825, 49.24268337097554], [6.13720327777879, 49.24116396895322], [6.13654927888711, 49.247820737677415], [6.152346404563656, 49.25581184298725], [6.185822486186603, 49.25658740623259], [6.183421336930828, 49.24996599509487], [6.17389278866719, 49.24743713370598], [6.152427268824206, 49.23438783356093], [6.162865445903645, 49.22759138018172]]]}",28210,283,43,4,57,41
Haselbourg,Commune,215703000.0,57300,63254,0570101,eau potable,1,324.0,162.0,Régie,Régie à autonomie financière,,,Confirmé / publié,"1,82",10.0,Sans anomalie apparente,1.0,100.0,Sans anomalie apparente,1.0,0.0,Sans anomalie apparente,1.0,0.0,Sans anomalie apparente,1.0,0.0,Sans anomalie apparente,1.0,57850,HASELBOURG,MOSELLE,LORRAINE,Commune simple,354.0,618.0,0.3,"48.6894845276, 7.22182351627","{""type"": ""Polygon"", ""coordinates"": [[[7.257235958829995, 48.67284863366439], [7.242501091437362, 48.68199465819882], [7.221905886882424, 48.68367208274455], [7.201605819380689, 48.68023734915037], [7.197741387456352, 48.68258937909417], [7.198294339893114, 48.68946946899352], [7.202726795724225, 48.69366371747526], [7.214597862302925, 48.70571951578686], [7.2236962251807, 48.697570089832965], [7.242261522633181, 48.69210964676437], [7.257235958829995, 48.67284863366439]]]}",4879,300,24,5,57,41
Haut-Clocher,Commune,215703042.0,57304,63256,0570103,eau potable,1,339.0,339.0,Régie,Régie à autonomie financière,,,Confirmé / publié,"2,33",15.0,Sans anomalie apparente,1.0,89.7,Sans anomalie apparente,1.0,0.8,Sans anomalie apparente,1.0,0.8,Sans anomalie apparente,1.0,0.0,Sans anomalie apparente,1.0,57400,HAUT-CLOCHER,MOSELLE,LORRAINE,Commune simple,281.0,1160.0,0.3,"48.7620782586, 6.99144678539","{""type"": ""Polygon"", ""coordinates"": [[[7.009661354583404, 48.73636648643116], [6.987670262818429, 48.741138250036514], [6.986362873473396, 48.761453372431895], [6.980436410615942, 48.770719603780115], [6.951798980744602, 48.77808283776738], [6.950451747092905, 48.78134224583762], [6.940828625986192, 48.779138879154125], [6.934279100441632, 48.78443371419671], [6.936041770157271, 48.78648277818058], [6.945687848764008, 48.792035647875586], [6.946704072500007, 48.791957039409645], [6.981846828008734, 48.77527427994285], [6.996280854821943, 48.77605267167678], [7.01697425715178, 48.756374321728885], [7.035645341682388, 48.75845502178905], [7.035508335664706, 48.748409196008296], [7.020151334909364, 48.74793704143199], [7.009661354583404, 48.73636648643116]]]}",13126,304,29,5,57,41
Hombourg-Haut,Commune,215703323.0,57332,63260,0570109,eau potable,1,6945.0,6945.0,Régie,Régie à autonomie financière,,,Confirmé / publié,"2,21",80.0,Sans anomalie apparente,1.0,72.8,Sans anomalie apparente,1.0,4.3,Sans anomalie apparente,1.0,4.1,Sans anomalie apparente,1.0,0.58,Sans anomalie apparente,0.0,57470,HOMBOURG-HAUT,MOSELLE,LORRAINE,Commune simple,275.0,1225.0,7.6,"49.1275851228, 6.77437338619","{""type"": ""Polygon"", ""coordinates"": [[[6.788981141233345, 49.10613083155557], [6.770890012409608, 49.112055644064554], [6.766438410390639, 49.11815405816006], [6.76144190182509, 49.119030605539116], [6.737272076191736, 49.124825040436654], [6.755440407008382, 49.14179290927533], [6.775645089136579, 49.14549879537225], [6.782454349359922, 49.141045327314366], [6.796157893681277, 49.13895732067293], [6.801636496885475, 49.13397757697362], [6.800212866007229, 49.12187078446484], [6.788981141233345, 49.10613083155557]]]}",24767,332,49,3,57,41
Illange,Commune,215703430.0,57343,63389,0570114,eau potable,1,1981.0,990.0,Régie,Régie à autonomie financière,,,Confirmé / publié,"1,82",117.0,Sans anomalie apparente,1.0,73.9,Sans anomalie apparente,1.0,9.4,Sans anomalie apparente,1.0,8.5,Sans anomalie apparente,1.0,2.68,Sans anomalie apparente,1.0,57970,ILLANGE,MOSELLE,LORRAINE,Commune simple,178.0,570.0,2.0,"49.3287497597, 6.17935792858","{""type"": ""Polygon"", ""coordinates"": [[[6.1735324763503, 49.317864289043655], [6.161271626002613, 49.32236928036836], [6.153311847610073, 49.33039518397161], [6.161550576360809, 49.33747570218207], [6.170383954199076, 49.33896241837535], [6.170428717030593, 49.33565962467014], [6.179125708931019, 49.33337083944227], [6.193920328618646, 49.33531051113167], [6.200601847349705, 49.33937990609671], [6.211414104624128, 49.328621012815866], [6.197097747244971, 49.32793934022663], [6.183460340621761, 49.31817867295153], [6.1735324763503, 49.317864289043655]]]}",26840,343,38,7,57,41
Jouy-aux-Arches,Commune,215703505.0,57350,63390,0570117,eau potable,1,1563.0,1563.0,Régie,Régie à autonomie financière,,,Confirmé / publié,"1,69",90.0,Sans anomalie apparente,1.0,76.1,Sans anomalie apparente,1.0,6.7,Sans anomalie apparente,1.0,6.1,Sans anomalie apparente,1.0,0.53,Sans anomalie apparente,1.0,57130,JOUY-AUX-ARCHES,MOSELLE,LORRAINE,Commune simple,208.0,607.0,1.6,"49.0631848992, 6.08507919116","{""type"": ""Polygon"", ""coordinates"": [[[6.078609819075303, 49.04575335707999], [6.069930238039723, 49.0471274027263], [6.065398285961305, 49.052210295522734], [6.065840338440803, 49.058299874426005], [6.076560173669867, 49.06382064708368], [6.076384038271246, 49.0705468653787], [6.09062620626918, 49.07374459025693], [6.091171458641781, 49.08679597676179], [6.100371324551166, 49.08600106409223], [6.098438984246966, 49.08346842047012], [6.103528323183401, 49.07900890321988], [6.097653288190106, 49.07009024089805], [6.097187133981033, 49.06022204124463], [6.087272754049092, 49.048707375367485], [6.078609819075303, 49.04575335707999]]]}",18270,350,13,4,57,41
Lixing-lès-Rouhling,Commune,215704081.0,57408,63267,0570137,eau potable,1,940.0,470.0,Régie,Régie à autonomie financière,,,Confirmé / publié,"1,85",111.0,Sans anomalie apparente,1.0,99.6,Sans anomalie apparente,1.0,3.8,Sans anomalie apparente,1.0,0.1,Sans anomalie apparente,1.0,1.33,Sans anomalie apparente,1.0,57520,LIXING-LES-ROUHLING,MOSELLE,LORRAINE,Commune simple,282.0,431.0,0.9,"49.1510106332, 6.99074075556","{""type"": ""Polygon"", ""coordinates"": [[[6.981964669709813, 49.138601189845936], [6.977361914761684, 49.139410684963195], [6.97759209963438, 49.148477271491416], [6.984644429116652, 49.16093682894185], [6.992153717699173, 49.16468479899264], [6.997696330901928, 49.16712936695655], [6.996304051229381, 49.16403388843563], [7.003504090066264, 49.15596259971303], [7.003001958462685, 49.1434391379599], [6.981964669709813, 49.138601189845936]]]}",28956,408,50,6,57,41
Lorry-Mardigny,Commune,215704164.0,57416,63397,0570139,eau potable,1,655.0,655.0,Régie,Régie à autonomie financière,,,Confirmé / publié,"1,47",60.0,Sans anomalie apparente,0.0,99.6,Sans anomalie apparente,1.0,0.1,Sans anomalie apparente,1.0,0.1,Sans anomalie apparente,1.0,0.0,Sans anomalie apparente,1.0,57420,LORRY-MARDIGNY,MOSELLE,LORRAINE,Commune simple,261.0,1156.0,0.6,"48.9830745569, 6.09424023575","{""type"": ""Polygon"", ""coordinates"": [[[6.081322571612107, 48.9630475006174], [6.079195113187392, 48.96474002157196], [6.070512401727844, 48.97253998629623], [6.073588030785364, 48.978778499468376], [6.064765096922494, 48.98101111809116], [6.069033846237501, 48.99332944629051], [6.079235616806062, 49.00417256207303], [6.092583828895359, 48.99473127047342], [6.107187911587352, 48.99287796786136], [6.1160856659247, 48.99576079319584], [6.127911671086167, 48.98661579038399], [6.130060787756847, 48.98075521185796], [6.121077074751726, 48.97368201490414], [6.101953975301412, 48.97393535935652], [6.097966978829331, 48.971950645416264], [6.099599986095678, 48.96884870560224], [6.081322571612107, 48.9630475006174]]]}",20140,416,33,4,57,41
Merten,Commune,215704602.0,57460,63401,0570150,eau potable,1,1568.0,1568.0,Régie,Régie à autonomie financière,,,Confirmé / publié,"1,66",120.0,Sans anomalie apparente,1.0,64.4,Sans anomalie apparente,1.0,7.3,Sans anomalie apparente,1.0,7.3,Sans anomalie apparente,1.0,0.0,Sans anomalie apparente,1.0,57550,MERTEN,MOSELLE,LORRAINE,Commune simple,210.0,527.0,1.5,"49.2468555754, 6.66349016101","{""type"": ""Polygon"", ""coordinates"": [[[6.65681056916937, 49.23184430040263], [6.6492699101543, 49.23540275632953], [6.650563826084821, 49.24379610796615], [6.646170231264996, 49.24445107853012], [6.642093068167352, 49.24608625890429], [6.646015897344328, 49.25395011569347], [6.66152999982018, 49.25733162564242], [6.684308946564907, 49.252074826398804], [6.688785362077135, 49.246223154959466], [6.685089418086553, 49.24374431911068], [6.678153917639873, 49.239969346993874], [6.671208444877, 49.243969966386736], [6.666841704663411, 49.242482983308264], [6.65681056916937, 49.23184430040263]]]}",27881,460,4,1,57,41
Montigny-lès-Metz,Commune,215704800.0,57480,63328,0570156,eau potable,6,43982.0,43982.0,Délégation,Entreprise privée,,30/06/2018,Confirmé / publié,"1,59",120.0,Sans anomalie apparente,1.0,65.9,Sans anomalie apparente,0.0,11.8,Sans anomalie apparente,1.0,11.4,Sans anomalie apparente,1.0,0.0,Sans anomalie apparente,1.0,57950,MONTIGNY-LES-METZ,MOSELLE,LORRAINE,Chef-lieu canton,177.0,670.0,22.7,"49.0953199106, 6.15452599506","{""type"": ""Polygon"", ""coordinates"": [[[6.164706806369411, 49.081300271795406], [6.161083898938111, 49.079397973318834], [6.144091996890025, 49.0894631674511], [6.127632442810682, 49.10459581591154], [6.142114523326656, 49.104982970236314], [6.142308140606404, 49.11133964008517], [6.14592436119421, 49.11333264212457], [6.151604817285177, 49.1086937508479], [6.160239518952857, 49.108467061531684], [6.163638328447609, 49.10599310858383], [6.159794562051409, 49.09982237420164], [6.171958728771699, 49.093922924885206], [6.179275089483572, 49.0816265331725], [6.164706806369411, 49.081300271795406]]]}",13309,480,20,4,57,41
Mouterhouse,Commune,215704891.0,57489,63276,0570161,eau potable,1,299.0,299.0,Régie,Régie à autonomie financière,,,Confirmé / publié,"1,46",105.0,Sans anomalie apparente,1.0,66.5,Sans anomalie apparente,1.0,3.2,Sans anomalie apparente,1.0,2.7,Sans anomalie apparente,1.0,0.0,Sans anomalie apparente,1.0,57620,MOUTERHOUSE,MOSELLE,LORRAINE,Commune simple,304.0,4231.0,0.3,"48.9903559218, 7.43839841263","{""type"": ""Polygon"", ""coordinates"": [[[7.379917710399648, 48.95119743781301], [7.368108946886269, 48.95354701321401], [7.367719736632474, 48.9559118182969], [7.382685915790959, 48.954671668784236], [7.399456978893568, 48.96247776667438], [7.385199516424938, 48.9633877814545], [7.382548878357182, 48.96617762678894], [7.397245341720499, 48.9689894438612], [7.395003268857195, 48.97724933261833], [7.382029853812739, 48.9812638260347], [7.384622760887382, 48.991390815759004], [7.389048692215949, 48.99323717290553], [7.386118540387515, 48.995974162551235], [7.395235264282276, 48.99906252391571], [7.402764016660896, 49.00778324525187], [7.425029971128146, 49.01620380398903], [7.444964925385388, 49.01523240740906], [7.467696401749887, 49.021142388778095], [7.474130408274526, 49.026198226932856], [7.479041670504619, 49.02550157116341], [7.487167993902902, 49.02112696009282], [7.489600331578734, 49.010939717077115], [7.50182149565283, 48.99967357443374], [7.492003906456766, 48.99189085477845], [7.489735310185561, 48.98528389664955], [7.451631009566657, 48.96797173304053], [7.429246229055973, 48.9608576651091], [7.404510922668964, 48.9582031668742], [7.392312327872098, 48.952715919527485], [7.379917710399648, 48.95119743781301]]]}",3420,489,2,6,57,41
Niderviller,Commune,215705054.0,57505,63277,0570166,eau potable,1,1245.0,622.0,Régie,Régie à autonomie financière,,,Confirmé / publié,"2,45",80.0,Sans anomalie apparente,0.0,85.0,Sans anomalie apparente,1.0,2.7,Sans anomalie apparente,1.0,2.3,Sans anomalie apparente,1.0,0.45,Sans anomalie apparente,0.0,57565,NIDERVILLER,MOSELLE,LORRAINE,Commune simple,298.0,1095.0,1.2,"48.7105520176, 7.11797148432","{""type"": ""Polygon"", ""coordinates"": [[[7.13267792945116, 48.6920064779583], [7.10606599915759, 48.7028877642549], [7.096132429252227, 48.702536057225196], [7.0865922966988, 48.71033889171412], [7.086368579620081, 48.71669607014246], [7.108891593769693, 48.72859404800508], [7.115631081914167, 48.72998280101376], [7.128090473801819, 48.720716721830385], [7.152316092143422, 48.70406855383426], [7.150359927759968, 48.70102931938207], [7.13267792945116, 48.6920064779583]]]}",8578,505,29,5,57,41
Novéant-sur-Moselle,Commune,215705153.0,57515,63408,0570169,eau potable,1,1921.0,1921.0,Régie,Régie à autonomie financière,,,Confirmé / publié,"3,01",70.0,Sans anomalie apparente,1.0,66.8,Sans anomalie apparente,1.0,8.3,Sans anomalie apparente,1.0,8.3,Sans anomalie apparente,1.0,0.0,Sans anomalie apparente,1.0,57680,NOVEANT-SUR-MOSELLE,MOSELLE,LORRAINE,Commune simple,248.0,1296.0,2.0,"49.0322950446, 6.03876360118","{""type"": ""Polygon"", ""coordinates"": [[[6.069407048544185, 49.00913079721568], [6.05726233570583, 49.00545447118503], [6.044964639865336, 49.008934767435115], [6.044677899700768, 49.01244250621032], [6.019488919037236, 49.024597055399724], [6.012648729241659, 49.037348583571095], [6.026506738981698, 49.049678537410784], [6.011163624240126, 49.062463638234455], [6.023409557323548, 49.06770779087192], [6.027379180043268, 49.05829478443272], [6.035337182832915, 49.05413470947351], [6.045443553760129, 49.043683759830884], [6.057507053933946, 49.040038733306965], [6.054882128289071, 49.02358435107976], [6.067721457414008, 49.01880250748739], [6.069407048544185, 49.00913079721568]]]}",31588,515,13,4,57,41
Phalsbourg,Commune,215705401.0,57540,63279,0570174,eau potable,1,5015.0,2507.0,Régie,Régie à autonomie financière,,,Confirmé / publié,"2,13",60.0,Sans anomalie apparente,0.0,71.1,Sans anomalie apparente,1.0,9.1,Sans anomalie apparente,1.0,7.5,Sans anomalie apparente,1.0,2.3,Sans anomalie apparente,0.0,57370,PHALSBOURG,MOSELLE,LORRAINE,Chef-lieu canton,312.0,1321.0,4.8,"48.7666597988, 7.26359977418","{""type"": ""Polygon"", ""coordinates"": [[[7.252563532656786, 48.74126496811087], [7.239623124955139, 48.75312857454336], [7.242937132807766, 48.75585697717056], [7.237276147527112, 48.7728650538732], [7.241718254825026, 48.77922821727106], [7.250632292933194, 48.77723583312105], [7.272472162300491, 48.78980439889611], [7.291219679291388, 48.793995804622604], [7.29069482339959, 48.78629563828238], [7.278036988591221, 48.77605857267885], [7.285009217792169, 48.76720663598418], [7.280275508889243, 48.757675778218214], [7.28343315706943, 48.75498637968685], [7.282343193743563, 48.751665795512736], [7.273368081374553, 48.7483577157601], [7.252563532656786, 48.74126496811087]]]}",8950,540,24,5,57,41
Philippsbourg,Commune,215705419.0,57541,132044,0570176,eau potable,1,642.0,642.0,Régie,Régie à autonomie financière,,,Confirmé / publié,"1,79",80.0,Sans anomalie apparente,1.0,68.3,Sans anomalie apparente,1.0,4.3,Sans anomalie apparente,1.0,3.2,Sans anomalie apparente,1.0,0.0,Sans anomalie apparente,1.0,57230,PHILIPPSBOURG,MOSELLE,LORRAINE,Commune simple,269.0,2394.0,0.6,"49.0028642083, 7.56619934882","{""type"": ""Polygon"", ""coordinates"": [[[7.579926092610684, 48.96161333066956], [7.578667890751543, 48.96844404328714], [7.569000704672829, 48.97099290248791], [7.55551788310311, 48.989322509002434], [7.547570445202098, 48.99390265839004], [7.532471929743362, 48.997023484205485], [7.51137524992853, 48.99651332785971], [7.503029946096828, 49.000033487377905], [7.524058084466034, 49.01104961414175], [7.570566421602163, 49.02779505337555], [7.594125596734767, 49.025327759567645], [7.606419983430701, 49.020028362112704], [7.60831963082653, 49.010425736097524], [7.588737032654719, 48.99104565852326], [7.59233573824465, 48.98484587709172], [7.582391921951519, 48.97266125192688], [7.583545249893202, 48.96604169711435], [7.579926092610684, 48.96161333066956]]]}",3142,541,2,6,57,41
Rustroff,Commune,215706045.0,57604,63415,0570194,eau potable,1,612.0,612.0,Régie,Régie à autonomie financière,,,Confirmé / publié,"1,57",57.0,Sans anomalie apparente,0.0,99.0,Sans anomalie apparente,1.0,1.8,Sans anomalie apparente,1.0,0.2,Sans anomalie apparente,1.0,1.16,Sans anomalie apparente,0.0,57480,RUSTROFF,MOSELLE,LORRAINE,Commune simple,278.0,330.0,0.5,"49.4414794169, 6.37625718945","{""type"": ""Polygon"", ""coordinates"": [[[6.370907775555281, 49.4268821502854], [6.365287157946423, 49.43689850781462], [6.371556968786869, 49.45405954992873], [6.388939281171854, 49.45167597162976], [6.382182052549834, 49.435788737803044], [6.384948570298658, 49.43296750329765], [6.370907775555281, 49.4268821502854]]]}",32620,604,31,7,57,41
Rédange,Commune,215705658.0,57565,63411,0570182,eau potable,1,992.0,992.0,Régie,Régie à autonomie financière,,,Confirmé / publié,"2,66",120.0,Sans anomalie apparente,1.0,62.9,Sans anomalie apparente,1.0,11.1,Sans anomalie apparente,1.0,11.1,Sans anomalie apparente,1.0,0.0,Sans anomalie apparente,1.0,57390,REDANGE,MOSELLE,LORRAINE,Commune simple,357.0,555.0,1.0,"49.4918573457, 5.91621437506","{""type"": ""Polygon"", ""coordinates"": [[[5.897027450755907, 49.481138325263736], [5.893401589220528, 49.49691873151477], [5.912696065699378, 49.50163676512502], [5.927581113608104, 49.49822027463813], [5.936885611076447, 49.499146314459125], [5.942083318180534, 49.49369597268174], [5.938365938280155, 49.48784132631868], [5.92959531457614, 49.48534661300105], [5.917527317273455, 49.48262495001743], [5.904672707159006, 49.48452573001077], [5.897027450755907, 49.481138325263736]]]}",9718,565,11,8,57,41
